#YY  MM DD  WSPD WVHT ATMP  WTMP
#yr  mo dy  m/s     m degC  degC
2020 06 05  0.2  0.10 15.0  15.1
2020 06 05  0.6  0.10 15.0  15.0
2020 06 05  0.6  0.10 15.1  15.0
2020 06 05  0.7  0.09 15.1  15.2
2020 06 05  0.6  0.09 15.0  15.2
2020 06 05  0.6  0.09 15.0  15.2
2020 06 05  0.6  0.08 14.9  15.2
2020 06 05  0.7  0.09 14.8  15.2
2020 06 05  0.7  0.08 14.8  15.2
2020 06 05  0.6  0.08 14.8  15.1
2020 06 05  0.1  0.08 14.8  15.1
2020 06 05  0.0  0.08 14.8  15.1
2020 06 05  0.0  0.08 14.8  15.1
2020 06 05  0.0  0.08 14.8  15.1
2020 06 05  2.3  0.05 16.1  15.1
2020 06 05  1.9  0.05 16.0  15.2
2020 06 05  2.2  0.05 16.1  15.2
2020 06 05  1.9  0.06 14.9  15.2
2020 06 05  2.0  0.07 16.0  15.3
2020 06 05  2.1  0.07 16.1  15.2
2020 06 05  1.6  0.11 16.1  15.2
2020 06 05  2.2  0.07 16.2  15.3
2020 06 05  2.2  0.08 16.4  15.4
2020 06 05  1.8  0.05 16.6  15.3
2020 06 05  1.8  0.06 16.8  15.2
2020 06 05  2.2  0.05 16.8  15.4
2020 06 05  2.7  0.06 16.7  15.3
2020 06 05  2.7  0.06 16.8  15.3
2020 06 05  2.1  0.08 17.0  15.3
2020 06 05  2.1  0.06 17.1  15.3
2020 06 05  2.6  0.06 17.0  15.3
2020 06 05  3.1  0.06 17.1  15.3
2020 06 05  3.1  0.07 17.1  15.2
2020 06 05  3.5  0.07 17.2  15.2
2020 06 05  3.2  0.07 17.2  15.3
2020 06 05  2.5  0.07 17.1  15.2
2020 06 05  2.4  0.08 17.1  15.3
2020 06 05  2.6  0.06 17.0  15.2
2020 06 05  2.5  0.07 17.0  15.2
2020 06 05  2.6  0.06 17.1  15.3
2020 06 05  2.2  0.06 17.3  15.2
2020 06 05  2.2  0.05 17.4  15.3
2020 06 05  2.8  0.05 17.5  15.2
2020 06 05  3.0  0.05 17.6  15.3
2020 06 05  3.5  0.07 17.9  15.3
2020 06 05  4.3  0.13 18.1  15.3
2020 06 05  4.2  0.09 17.7  15.4
2020 06 05  6.0  0.12 17.3  15.3
2020 06 05  4.5  0.17 16.2  15.3
2020 06 05  2.9  0.18 16.3  15.2
2020 06 05  1.9  0.20 16.0  15.2
2020 06 05  0.8  0.23 15.9  15.2
2020 06 05  0.6  0.23 16.0  15.2
2020 06 05  0.5  0.20 16.0  15.2
2020 06 05  1.5  0.20 16.0  15.2
2020 06 05  1.7  0.21 16.0  15.2
2020 06 05  1.9  0.21 16.0  15.2
2020 06 05  2.9  0.22 15.9  15.1
2020 06 05  3.4  0.22 16.0  15.1
2020 06 05  3.6  0.20 15.9  15.1
2020 06 05  3.8  0.23 16.1  15.0
2020 06 05  4.0  0.23 16.1  15.1
2020 06 05  4.2  0.24 16.0  15.1
2020 06 05  3.5  0.25 16.0  15.2
2020 06 05  2.6  0.24 16.0  15.1
2020 06 05  2.3  0.26 16.0  15.1
2020 06 05  2.5  0.24 16.0  15.1
2020 06 05  2.7  0.24 16.0  15.2
2020 06 05  2.9  0.23 16.0  15.2
2020 06 05  3.0  0.21 15.9  15.2
2020 06 05  2.8  0.21 15.8  15.2
2020 06 05  2.3  0.21 15.7  15.3
2020 06 05  1.2  0.20 15.7  15.2
2020 06 05  1.5  0.20 15.9  15.2
2020 06 05  1.6  0.20 16.0  15.2
2020 06 05  1.6  0.21 16.1  15.2
2020 06 05  1.4  0.21 16.2  15.3
2020 06 05  2.1  0.18 16.2  15.3
2020 06 05  2.0  0.18 16.3  15.3
2020 06 05  1.5  0.18 16.5  15.3
2020 06 05  0.9  0.18 16.6  15.3
2020 06 05  0.9  0.19 16.7  15.3
2020 06 05  0.2  0.17 17.4  15.3
2020 06 05  0.6  0.20 17.2  15.4
2020 06 05  1.3  0.21 17.1  15.4
2020 06 05  0.1  0.20 17.7  15.4
2020 06 05  0.4  0.17 18.5  15.4
2020 06 05  0.9  0.17 18.0  15.4
2020 06 05  0.1  0.16 18.4  15.4
2020 06 05  0.3  0.16 18.5  15.4
2020 06 05  1.1  0.14 18.0  15.5
2020 06 05  1.0  0.15 18.0  15.5
2020 06 05  1.5  0.15 18.0  15.4
2020 06 05  1.7  0.16 17.8  15.4
2020 06 05  2.2  0.14 17.6  15.4
2020 06 05  1.8  0.13 17.4  15.5
2020 06 05  1.2  0.14 17.4  15.5
2020 06 05  0.9  0.12 17.5  15.4
2020 06 05  0.3  0.12 17.7  15.5
2020 06 06  1.1  0.11 17.7  15.5
2020 06 06  2.6  0.11 17.4  15.5
2020 06 06  2.3  0.11 17.3  15.5
2020 06 06  1.6  0.10 17.3  15.6
2020 06 06  1.5  0.11 17.3  15.6
2020 06 06  1.6  0.11 17.2  15.6
2020 06 06  2.0  0.13 17.0  15.6
2020 06 06  1.8  0.11 16.8  15.6
2020 06 06  1.8  0.11 16.8  15.7
2020 06 06  1.7  0.09 16.7  15.7
2020 06 06  1.7  0.09 16.6  15.8
2020 06 06  1.0  0.09 16.5  15.9
2020 06 06  0.3  0.09 16.4  15.9
2020 06 06  0.3  0.12 16.3  15.9
2020 06 06  1.2  0.10 16.4  15.9
2020 06 06  1.3  0.09 16.3  15.9
2020 06 06  0.8  0.08 16.2  15.9
2020 06 06  0.4  0.09 16.1  16.0
2020 06 06  0.6  0.11 16.1  16.1
2020 06 06  0.6  0.09 16.1  16.1
2020 06 06  1.0  0.10 16.1  16.1
2020 06 06  1.1  0.11 16.1  16.1
2020 06 06  0.9  0.11 16.0  16.2
2020 06 06  0.6  0.10 16.0  16.2
2020 06 06  1.9  0.11 16.0  16.2
2020 06 06  1.7  0.10 16.1  16.2
2020 06 06  1.2  0.10 16.1  16.2
2020 06 06  1.2  0.10 16.0  16.2
2020 06 06  1.2  0.09 16.0  16.4
2020 06 06  1.1  0.09 16.1  16.2
2020 06 06  1.5  0.09 16.1  16.1
2020 06 06  1.2  0.08 16.2  16.1
2020 06 06  1.2  0.09 16.2  15.9
2020 06 06  1.3  0.08 16.1  15.8
2020 06 06  2.0  0.08 16.1  15.8
2020 06 06  2.5  0.07 16.0  15.8
2020 06 06  2.3  0.08 15.8  15.7
2020 06 06  1.8  0.07 16.0  15.7
2020 06 06  1.5  0.07 16.1  15.8
2020 06 06  1.6  0.06 16.1  15.9
2020 06 06  2.3  0.07 16.2  15.8
2020 06 06  2.5  0.06 15.9  15.7
2020 06 06  2.3  0.07 15.7  15.8
2020 06 06  2.0  0.07 15.6  15.8
2020 06 06  2.5  0.07 15.5  15.8
2020 06 06  3.6  0.08 15.3  15.8
2020 06 06  2.7  0.08 15.3  15.7
2020 06 06  2.3  0.10 15.5  15.6
2020 06 06  2.5  0.13 15.7  15.6
2020 06 06  2.3  0.14 15.5  15.6
2020 06 06  3.0  0.16 15.2  15.7
2020 06 06  3.5  0.15 15.0  15.7
2020 06 06  3.4  0.17 15.2  15.6
2020 06 06  3.6  0.18 15.2  15.6
2020 06 06  3.5  0.20 15.0  15.6
2020 06 06  3.4  0.20 14.7  15.7
2020 06 06  3.3  0.22 14.4  15.8
2020 06 06  2.9  0.23 14.5  15.8
2020 06 06  2.7  0.24 14.3  15.7
2020 06 06  2.8  0.26 14.3  15.7
2020 06 06  4.0  0.24 14.4  15.9
2020 06 06  4.6  0.26 14.7  15.8
2020 06 06  4.9  0.28 13.7  15.8
2020 06 06  4.3  0.30 14.7  15.7
2020 06 06  3.7  0.32 14.7  15.7
2020 06 06  3.4  0.32 14.8  15.7
2020 06 06  2.7  0.32 14.9  15.7
2020 06 06  2.7  0.32 15.0  15.7
2020 06 06  3.7  0.32 15.0  15.7
2020 06 06  4.4  0.33 15.0  15.6
2020 06 06  4.9  0.34 15.0  15.5
2020 06 06  4.6  0.35 15.0  15.5
2020 06 06  4.3  0.36 14.9  15.5
2020 06 06  4.2  0.35 14.8  15.4
2020 06 06  4.7  0.35 14.8  15.5
2020 06 06  4.7  0.42 14.3  15.5
2020 06 06  4.5  0.41 14.2  15.5
2020 06 06  4.1  0.47 14.5  15.5
2020 06 06  4.0  0.46 14.5  15.5
2020 06 06  4.2  0.43 14.4  15.4
2020 06 06  4.4  0.46 14.2  15.4
2020 06 06  4.6  0.42 14.0  15.4
2020 06 06  4.8  0.44 14.0  15.4
2020 06 06  5.3  0.40 14.0  15.4
2020 06 06  5.6  0.43 13.9  15.4
2020 06 06  5.9  0.48 13.9  15.4
2020 06 06  5.7  0.46 13.9  15.4
2020 06 06  5.6  0.46 14.0  15.3
2020 06 06  5.4  0.46 14.0  15.3
2020 06 06  5.2  0.47 14.1  15.3
2020 06 06  5.2  0.47 14.1  15.3
2020 06 06  5.5  0.45 14.1  15.3
2020 06 06  6.1  0.46 13.8  15.3
2020 06 06  5.8  0.45 13.7  15.3
2020 06 06  5.9  0.48 13.7  15.3
2020 06 06  4.9  0.47 14.0  15.4
2020 06 06  4.8  0.47 14.1  15.4
2020 06 06  6.0  0.49 14.1  15.4
2020 06 06  5.9  0.47 13.9  15.4
2020 06 06  5.3  0.52 13.9  15.4
2020 06 06  4.9  0.46 14.0  15.5
2020 06 06  5.1  0.49 14.0  15.5
2020 06 06  5.4  0.50 14.3  15.5
2020 06 06  5.9  0.52 14.4  15.6
2020 06 06  6.0  0.55 14.5  15.6
2020 06 06  6.1  0.55 14.5  15.7
2020 06 06  6.1  0.59 14.5  15.8
2020 06 06  6.4  0.57 14.6  15.9
2020 06 06  6.7  0.57 14.6  15.9
2020 06 06  6.7  0.58 14.8  15.9
2020 06 06  7.1  0.55 15.0  15.9
2020 06 06  7.3  0.64 14.9  15.9
2020 06 06  7.7  0.64 15.1  15.9
2020 06 06  8.0  0.73 15.2  15.9
2020 06 06  8.2  0.80 15.3  15.9
2020 06 06  8.3  0.87 15.3  15.9
2020 06 06  8.3  0.80 15.3  15.9
2020 06 06  8.3  0.83 15.2  16.0
2020 06 06  8.4  0.85 15.3  16.0
2020 06 06  8.1  0.84 15.4  16.1
2020 06 06  8.5  0.79 15.7  16.1
2020 06 06  8.6  0.91 15.8  16.1
2020 06 06  9.0  0.94 15.9  16.1
2020 06 06  8.8  0.96 16.0  16.0
2020 06 06  8.6  0.91 15.8  15.9
2020 06 06  8.6  0.86 15.7  15.9
2020 06 06  8.6  0.85 15.5  15.8
2020 06 06  8.1  1.14 15.4  15.8
2020 06 06  8.4  1.12 15.2  15.8
2020 06 06  8.4  1.09 15.2  15.7
2020 06 06  8.5  1.04 15.2  15.6
2020 06 06  8.5  0.96 15.1  15.6
2020 06 06  8.3  0.95 15.1  15.7
2020 06 06  7.7  0.85 15.0  15.7
2020 06 06  7.4  0.84 15.0  15.6
2020 06 06  7.4  0.84 15.1  15.5
2020 06 06  7.7  0.98 15.2  15.4
2020 06 06  7.8  1.06 15.3  15.4
2020 06 06  7.3  1.05 15.3  15.3
2020 06 06  7.6  0.90 15.4  15.2
2020 06 06  7.9  0.86 15.5  15.2
2020 06 06  7.9  0.80 15.4  15.2
2020 06 06  8.3  0.84 15.4  15.1
2020 06 06  8.2  0.83 15.5  15.1
2020 06 07  8.2  0.80 15.7  15.0
2020 06 07  7.9  0.85 15.8  15.0
2020 06 07  7.9  0.87 15.9  15.0
2020 06 07  7.8  0.76 16.1  15.0
2020 06 07  7.7  1.11 16.3  15.0
2020 06 07  7.6  1.05 16.2  15.0
2020 06 07  7.6  1.00 16.2  15.1
2020 06 07  7.8  0.94 16.4  15.1
2020 06 07  7.6  0.95 16.4  15.1
2020 06 07  7.4  0.90 16.4  15.1
2020 06 07  7.2  0.81 16.3  15.1
2020 06 07  7.0  0.75 16.3  15.2
2020 06 07  6.7  0.92 16.2  15.2
2020 06 07  6.5  0.90 16.1  15.2
2020 06 07  6.2  0.93 16.1  15.2
2020 06 07  6.2  0.78 15.9  15.1
2020 06 07  5.6  0.67 15.8  15.1
2020 06 07  5.2  0.73 15.6  15.0
2020 06 07  4.5  0.64 15.6  15.1
2020 06 07  4.0  0.58 15.6  15.1
2020 06 07  4.1  0.56 15.7  15.0
2020 06 07  3.8  0.50 15.7  15.0
2020 06 07  3.8  0.48 15.6  14.9
2020 06 07  3.3  0.65 15.5  14.9
2020 06 07  3.2  0.57 15.5  14.9
2020 06 07  3.4  0.54 15.5  14.9
2020 06 07  4.3  0.55 15.7  15.0
2020 06 07  4.5  0.51 15.8  14.9
2020 06 07  4.1  0.47 15.7  15.0
2020 06 07  3.6  0.45 15.5  15.0
2020 06 07  2.7  0.35 15.3  15.0
2020 06 07  2.9  0.34 15.2  15.0
2020 06 07  3.6  0.33 15.4  15.0
2020 06 07  3.8  0.32 15.4  15.0
2020 06 07  3.8  0.31 15.3  15.0
2020 06 07  3.8  0.40 15.3  15.0
2020 06 07  4.3  0.41 15.4  14.9
2020 06 07  4.7  0.39 15.2  14.9
2020 06 07  3.9  0.41 14.9  14.9
2020 06 07  3.7  0.39 14.8  14.8
2020 06 07  3.1  0.38 14.7  14.8
2020 06 07  3.5  0.39 14.6  14.8
2020 06 07  3.3  0.38 14.4  14.8
2020 06 07  3.2  0.35 14.3  14.7
2020 06 07  3.9  0.35 14.3  14.7
2020 06 07  3.7  0.35 14.3  14.7
2020 06 07  3.9  0.35 14.1  14.7
2020 06 07  3.8  0.31 14.0  14.6
2020 06 07  4.6  0.31 14.0  14.6
2020 06 07  4.6  0.27 13.9  14.6
2020 06 07  4.9  0.28 13.7  14.5
2020 06 07  4.2  0.29 13.5  14.5
2020 06 07  4.5  0.30 13.4  14.4
2020 06 07  5.1  0.29 13.3  14.4
2020 06 07  4.9  0.27 13.2  14.4
2020 06 07  4.7  0.33 13.1  14.4
2020 06 07  4.3  0.33 13.2  14.4
2020 06 07  4.5  0.38 13.1  14.3
2020 06 07  4.7  0.39 13.1  14.3
2020 06 07  5.1  0.37 13.1  14.3
2020 06 07  5.2  0.38 13.1  14.2
2020 06 07  5.6  0.37 13.3  14.3
2020 06 07  5.9  0.41 12.2  14.3
2020 06 07  5.9  0.39 13.0  14.3
2020 06 07  5.6  0.41 13.1  14.2
2020 06 07  5.8  0.41 13.1  14.2
2020 06 07  5.6  0.42 13.1  14.2
2020 06 07  5.2  0.36 13.2  14.2
2020 06 07  5.1  0.40 13.3  14.1
2020 06 07  5.0  0.37 13.4  14.1
2020 06 07  4.8  0.37 13.6  14.1
2020 06 07  4.7  0.35 13.9  14.1
2020 06 07  4.7  0.33 14.1  14.1
2020 06 07  4.3  0.35 14.3  14.2
2020 06 07  4.0  0.33 14.3  14.2
2020 06 07  3.9  0.33 14.4  14.2
2020 06 07  4.1  0.32 14.5  14.2
2020 06 07  3.6  0.33 14.5  14.2
2020 06 07  3.5  0.29 14.6  14.2
2020 06 07  3.8  0.28 14.7  14.2
2020 06 07  3.7  0.30 14.8  14.3
2020 06 07  3.0  0.29 14.8  14.3
2020 06 07  2.7  0.28 14.9  14.3
2020 06 07  1.9  0.30 15.0  14.3
2020 06 07  1.7  0.28 15.0  14.3
2020 06 07  2.3  0.30 15.1  14.4
2020 06 07  2.3  0.28 15.2  14.4
2020 06 07  2.0  0.27 15.3  14.4
2020 06 07  2.3  0.28 15.4  14.4
2020 06 07  1.6  0.25 15.7  14.4
2020 06 07  2.0  0.26 15.8  14.5
2020 06 07  2.3  0.28 15.9  14.5
2020 06 07  2.4  0.25 16.1  14.5
2020 06 07  2.0  0.23 16.2  14.5
2020 06 07  1.7  0.25 16.4  14.6
2020 06 07  0.6  0.21 16.5  14.6
2020 06 07  0.3  0.24 16.7  14.6
2020 06 07  0.3  0.23 17.1  14.6
2020 06 07  1.0  0.23 17.4  14.6
2020 06 07  0.9  0.23 17.5  14.6
2020 06 07  0.9  0.24 17.9  14.6
2020 06 07  1.2  0.23 17.6  14.7
2020 06 07  1.8  0.24 17.2  14.7
2020 06 07  2.2  0.26 16.9  14.7
2020 06 07  2.1  0.22 16.8  14.7
2020 06 07  2.8  0.22 16.6  14.7
2020 06 07  2.0  0.21 16.5  14.8
2020 06 07  2.3  0.20 16.5  14.8
2020 06 07  2.5  0.21 16.6  14.8
2020 06 07  1.7  0.23 16.7  14.8
2020 06 07  1.5  0.23 17.1  14.7
2020 06 07  1.7  0.21 17.3  14.8
2020 06 07  2.2  0.24 17.6  14.8
2020 06 07  1.6  0.26 17.7  14.8
2020 06 07  1.9  0.20 17.6  14.8
2020 06 07  2.1  0.21 17.4  14.8
2020 06 07  2.8  0.22 17.5  14.8
2020 06 07  2.9  0.19 17.5  14.8
2020 06 07  3.1  0.18 17.5  14.8
2020 06 07  2.5  0.20 17.3  14.9
2020 06 07  2.8  0.19 17.1  14.8
2020 06 07  2.9  0.21 16.8  14.8
2020 06 07  2.9  0.20 16.7  14.8
2020 06 07  3.2  0.18 16.7  14.8
2020 06 07  3.6  0.18 16.7  14.8
2020 06 07  3.3  0.18 16.6  14.9
2020 06 07  3.6  0.20 16.8  14.9
2020 06 07  4.2  0.21 16.6  15.0
2020 06 07  4.3  0.28 16.4  15.3
2020 06 07  4.3  0.25 16.3  15.4
2020 06 07  4.4  0.27 16.3  15.6
2020 06 07  4.2  0.28 16.3  15.5
2020 06 07  4.3  0.28 16.3  15.6
2020 06 07  4.8  0.29 16.3  15.7
2020 06 07  5.0  0.31 16.2  15.7
2020 06 07  5.0  0.32 16.2  15.6
2020 06 07  4.7  0.32 16.2  15.7
2020 06 07  4.3  0.34 16.2  15.7
2020 06 07  4.4  0.36 16.3  15.7
2020 06 07  4.5  0.34 16.4  15.8
2020 06 07  4.4  0.35 16.5  15.7
2020 06 07  4.2  0.36 16.6  15.7
2020 06 07  3.9  0.34 16.5  15.7
2020 06 07  3.5  0.36 16.5  15.7
2020 06 08  3.1  0.35 16.5  15.7
2020 06 08  2.4  0.32 16.4  15.7
2020 06 08  2.5  0.29 16.4  15.6
2020 06 08  2.5  0.31 16.5  15.6
2020 06 08  2.5  0.30 16.5  15.6
2020 06 08  2.0  0.30 16.5  15.6
2020 06 08  2.3  0.29 16.3  15.7
2020 06 08  2.6  0.26 16.3  15.6
2020 06 08  2.8  0.24 16.3  15.6
2020 06 08  3.1  0.24 16.2  15.6
2020 06 08  3.1  0.24 16.2  15.5
2020 06 08  2.8  0.22 16.1  15.5
2020 06 08  2.6  0.22 16.0  15.5
2020 06 08  2.3  0.22 16.0  15.4
2020 06 08  2.0  0.20 15.9  15.3
2020 06 08  1.9  0.21 15.8  15.3
2020 06 08  2.1  0.20 15.7  15.2
2020 06 08  2.5  0.19 15.6  15.2
2020 06 08  2.9  0.18 15.6  15.2
2020 06 08  3.2  0.18 15.7  15.2
2020 06 08  2.9  0.17 15.8  15.3
2020 06 08  2.8  0.16 15.8  15.2
2020 06 08  2.9  0.16 16.0  15.2
2020 06 08  2.7  0.16 16.8  15.2
2020 06 08  2.4  0.14 16.7  15.2
2020 06 08  2.4  0.15 16.3  15.2
2020 06 08  2.6  0.14 16.5  15.1
2020 06 08  2.9  0.13 16.7  15.1
2020 06 08  2.5  0.13 16.5  15.0
2020 06 08  2.1  0.13 16.2  15.0
2020 06 08  2.7  0.12 16.3  14.9
2020 06 08  2.6  0.12 16.4  14.8
2020 06 08  2.6  0.12 16.2  14.8
2020 06 08  2.3  0.13 16.1  14.8
2020 06 08  2.0  0.15 16.0  14.7
2020 06 08  2.7  0.15 16.1  14.7
2020 06 08  2.8  0.15 16.2  14.7
2020 06 08  2.9  0.17 16.3  14.7
2020 06 08  2.9  0.19 16.3  14.7
2020 06 08  3.4  0.20 16.2  14.7
2020 06 08  3.2  0.21 16.1  14.7
2020 06 08  2.9  0.20 16.0  14.7
2020 06 08  3.0  0.20 16.1  14.7
2020 06 08  3.3  0.21 16.0  14.6
2020 06 08  3.7  0.23 16.1  14.6
2020 06 08  4.1  0.24 16.3  14.7
2020 06 08  3.8  0.25 16.2  14.6
2020 06 08  3.7  0.25 16.1  14.7
2020 06 08  3.6  0.24 16.1  14.7
2020 06 08  3.7  0.26 16.0  14.6
2020 06 08  3.6  0.24 15.9  14.7
2020 06 08  3.5  0.22 15.8  14.7
2020 06 08  3.5  0.23 15.9  14.7
2020 06 08  3.0  0.21 15.8  14.7
2020 06 08  2.8  0.20 15.8  14.7
2020 06 08  2.8  0.20 15.7  14.7
2020 06 08  2.3  0.21 15.4  14.7
2020 06 08  2.8  0.19 15.5  14.8
2020 06 08  2.9  0.20 15.6  14.8
2020 06 08  2.9  0.20 15.7  14.8
2020 06 08  3.0  0.19 15.5  14.8
2020 06 08  3.4  0.20 15.5  14.8
2020 06 08  3.3  0.19 14.5  14.9
2020 06 08  3.6  0.18 15.6  14.9
2020 06 08  3.2  0.19 15.7  14.9
2020 06 08  3.0  0.19 15.6  14.9
2020 06 08  2.6  0.18 15.6  14.9
2020 06 08  2.6  0.19 15.6  14.9
2020 06 08  2.5  0.19 15.6  15.0
2020 06 08  2.8  0.20 15.7  15.0
2020 06 08  3.3  0.17 15.7  15.0
2020 06 08  3.2  0.18 15.9  15.0
2020 06 08  3.1  0.17 16.2  15.0
2020 06 08  3.0  0.18 16.2  15.0
2020 06 08  2.9  0.18 16.1  15.1
2020 06 08  2.8  0.18 16.4  15.1
2020 06 08  2.6  0.18 16.7  15.1
2020 06 08  2.6  0.17 16.6  15.1
2020 06 08  2.6  0.17 16.7  15.1
2020 06 08  2.7  0.18 16.8  15.1
2020 06 08  2.8  0.18 17.0  15.1
2020 06 08  2.3  0.17 16.9  15.1
2020 06 08  2.2  0.18 17.0  15.1
2020 06 08  2.2  0.18 17.2  15.2
2020 06 08  1.6  0.17 17.2  15.1
2020 06 08  1.5  0.18 17.1  15.1
2020 06 08  1.3  0.19 17.4  15.1
2020 06 08  1.0  0.19 17.4  15.1
2020 06 08  1.1  0.18 17.2  15.1
2020 06 08  1.4  0.19 17.5  15.1
2020 06 08  1.6  0.18 17.9  15.1
2020 06 08  1.1  0.19 18.1  15.1
2020 06 08  0.7  0.16 18.6  15.1
2020 06 08  1.1  0.16 18.3  15.2
2020 06 08  1.2  0.15 18.5  15.1
2020 06 08  1.0  0.15 18.3  15.1
2020 06 08  0.9  0.14 18.5  15.1
2020 06 08  1.7  0.14 18.5  15.2
2020 06 08  1.8  0.14 18.2  15.2
2020 06 08  1.8  0.15 18.3  15.2
2020 06 08  2.3  0.22 18.6  15.2
2020 06 08  2.2  0.13 18.8  15.2
2020 06 08  2.3  0.14 18.6  15.3
2020 06 08  1.8  0.13 18.7  15.3
2020 06 08  2.1  0.12 18.9  15.3
2020 06 08  2.3  0.12 19.2  15.3
2020 06 08  2.1  0.12 19.7  15.4
2020 06 08  1.6  0.12 19.8  15.3
2020 06 08  1.5  0.12 19.9  15.3
2020 06 08  1.9  0.13 19.7  15.3
2020 06 08  1.4  0.11 19.7  15.3
2020 06 08  1.1  0.12 19.7  15.3
2020 06 08  1.1  0.12 19.6  15.3
2020 06 08  0.8  0.12 19.8  15.3
2020 06 08  0.5  0.13 20.0  15.3
2020 06 08  0.0  0.12 20.9  15.3
2020 06 08  0.0  0.12 21.3  15.3
2020 06 08  0.1  0.13 21.6  15.3
2020 06 08  0.2  0.13 21.4  15.3
2020 06 08  0.1  0.13 21.5  15.3
2020 06 08  0.2  0.11 21.6  15.3
2020 06 08  0.9  0.12 21.8  15.3
2020 06 08  1.0  0.11 22.0  15.3
2020 06 08  0.2  0.11 22.0  15.3
2020 06 08  1.4  0.09 21.8  15.4
2020 06 08  1.5  0.11 21.5  15.4
2020 06 08  1.4  0.12 21.3  15.3
2020 06 08  1.6  0.13 21.2  15.3
2020 06 08  1.4  0.17 21.2  15.4
2020 06 08  1.5  0.16 21.1  15.4
2020 06 08  1.2  0.14 21.3  15.3
2020 06 08  1.4  0.14 21.4  15.3
2020 06 08  1.7  0.13 21.3  15.4
2020 06 08  1.8  0.12 21.4  15.4
2020 06 08  2.4  0.13 21.4  15.4
2020 06 08  2.7  0.13 21.1  15.4
2020 06 08  2.3  0.13 21.0  15.4
2020 06 08  2.0  0.11 20.9  15.4
2020 06 08  1.8  0.11 20.9  15.4
2020 06 08  2.0  0.12 20.8  15.4
2020 06 08  1.9  0.15 20.9  15.5
2020 06 08  1.6  0.17 20.8  15.0
2020 06 08  1.8  0.13 20.6  15.3
2020 06 09  1.5  0.12 20.8  15.0
2020 06 09  1.6  0.11 21.0  15.1
2020 06 09  1.8  0.14 21.2  15.2
2020 06 09  1.8  0.14 21.3  15.3
2020 06 09  1.7  0.17 21.5  15.3
2020 06 09  1.8  0.14 21.6  15.4
2020 06 09  1.5  0.12 21.8  15.5
2020 06 09  1.2  0.11 21.8  15.7
2020 06 09  0.9  0.11 22.0  15.7
2020 06 09  0.9  0.11 21.8  16.0
2020 06 09  0.9  0.12 21.8  16.1
2020 06 09  1.0  0.11 21.5  15.9
2020 06 09  1.3  0.11 21.1  15.9
2020 06 09  0.8  0.10 20.9  15.8
2020 06 09  0.4  0.11 20.9  15.9
2020 06 09  0.4  0.11 21.0  15.9
2020 06 09  1.3  0.10 21.6  15.9
2020 06 09  1.7  0.09 22.0  15.8
2020 06 09  2.2  0.10 21.5  15.7
2020 06 09  2.3  0.09 21.0  15.5
2020 06 09  2.2  0.09 20.6  15.4
2020 06 09  2.4  0.09 20.5  15.3
2020 06 09  2.5  0.08 20.6  15.3
2020 06 09  2.3  0.09 20.6  15.2
2020 06 09  2.0  0.09 20.7  15.1
2020 06 09  1.7  0.09 20.5  15.1
2020 06 09  1.6  0.08 20.3  15.0
2020 06 09  1.8  0.08 20.4  15.0
2020 06 09  2.0  0.08 21.2  15.0
2020 06 09  2.2  0.08 21.8  14.9
2020 06 09  1.7  0.09 21.1  14.9
2020 06 09  1.4  0.08 20.5  14.9
2020 06 09  1.7  0.08 19.8  14.9
2020 06 09  1.7  0.07 19.0  15.0
2020 06 09  2.3  0.08 19.2  15.0
2020 06 09  2.0  0.07 19.1  15.0
2020 06 09  2.3  0.07 19.2  15.0
2020 06 09  2.3  0.07 19.2  15.0
2020 06 09  2.4  0.08 18.9  15.1
2020 06 09  2.4  0.08 19.0  15.1
2020 06 09  2.5  0.08 19.5  15.2
2020 06 09  1.9  0.08 19.2  15.3
2020 06 09  1.1  0.08 18.9  15.2
2020 06 09  0.8  0.08 18.6  15.2
2020 06 09  1.8  0.08 18.5  15.3
2020 06 09  2.7  0.09 18.7  15.3
2020 06 09  2.4  0.15 18.4  15.2
2020 06 09  2.7  0.22 18.6  15.3
2020 06 09  2.8  0.23 18.6  15.2
2020 06 09  3.1  0.21 18.7  15.2
2020 06 09  3.3  0.21 19.0  15.3
2020 06 09  3.6  0.23 19.3  15.3
2020 06 09  3.6  0.25 19.2  15.3
2020 06 09  4.0  0.26 19.2  15.3
2020 06 09  4.2  0.26 19.1  15.6
2020 06 09  3.8  0.28 19.0  15.6
2020 06 09  3.8  0.30 18.9  15.6
2020 06 09  4.0  0.29 19.0  15.7
2020 06 09  4.0  0.31 18.8  15.7
2020 06 09  4.3  0.30 18.8  15.8
2020 06 09  4.3  0.31 18.7  15.7
2020 06 09  3.7  0.31 17.4  15.7
2020 06 09  3.6  0.32 18.5  15.7
2020 06 09  3.4  0.33 18.4  15.7
2020 06 09  3.4  0.30 18.4  15.8
2020 06 09  3.5  0.29 18.3  15.7
2020 06 09  3.3  0.29 17.8  15.7
2020 06 09  3.1  0.29 17.8  15.7
2020 06 09  2.8  0.26 17.7  15.7
2020 06 09  2.9  0.28 17.7  15.7
2020 06 09  3.0  0.25 17.8  15.8
2020 06 09  3.1  0.25 17.9  15.8
2020 06 09  3.0  0.25 17.8  15.8
2020 06 09  3.1  0.24 17.9  15.8
2020 06 09  3.4  0.25 18.2  15.9
2020 06 09  3.5  0.25 18.6  15.9
